22666 0.7725 0.9025 t s f 6895	t,aa
20999 0.525 0.705 m v ih 6895	r,m
21000 0.78 0.93 r v ih 1571	r,s
193 0.2975 0.5875 f ax ae 5189	p,f
18458 0.47 0.77 v ae s 4926	z,v
13178 0.405 0.655 n ax ih 0511	n,hh
659 0.46 0.73 n ae s 6509	n,k
2300 0.4525 0.6425 g t eh 5802	g,f
23583 0.58 0.77 b ax ih 4926	b,f
22415 0.6 0.81 y t eh 3347	y,l
1454 0.5025 0.7525 hh ax ih 1571	g,hh
19525 0.62 0.75 z v ih 8824	z,d
2406 0.6025 0.8625 p ax ae 8824	p,s
20467 0.3775 0.5975 s ax ae 1571	t,s
13185 0.625 0.825 r t eh 2294	l,r
18171 0.58 0.75 t ax ih 8824	t,y
4953 0.3225 0.6925 l ax ae 5189	d,l
10355 0.5125 0.6925 l t eh 5189	l,r
12547 0.5075 0.7675 t s aa 8193	t,f
8420 0.425 0.635 m t eh 5189	y,m
11215 0.3225 0.5925 n ae s 4926	n,m
15100 0.4825 0.7225 n ae s 6509	d,n
24024 0.3925 0.6625 t ae s 0188	t,l
1727 0.6125 0.7825 f eh ax 8824	f,n
3556 0.4125 0.8225 l ax ae 2741	p,l
18606 0.5 0.65 f eh ax 8824	f,k
23710 0.4075 0.6475 hh ax ih 8193	k,hh
20833 0.33 0.63 b ax ae 6895	b,d
6344 0.4625 0.8525 k ax ae 2741	b,k
6797 0.45 0.74 g d ao 3851	g,b
20288 0.755 0.945 t s aa 5189	t,w
16495 0.4225 0.6025 n eh s 2294	r,n
20231 0.6975 0.7875 n ax ih 2294	g,n
1790 0.335 0.645 s t eh 1571	s,f
18458 0.47 0.77 v ae s 4926	k,v
14931 0.6425 0.8425 k ae s 5189	m,k
14721 0.685 0.875 n ax ae 0511	g,n
6097 0.3475 0.5675 s eh ax 2294	s,n
22663 0.3875 0.6375 g ax uh 0188	g,l
8311 0.3075 0.6075 l ae s 4926	z,l
5596 0.745 0.915 s k t 5189	s,aa
12664 0.4075 0.7275 k ax ae 5802	k,s
26066 0.4375 0.6275 n ae s 2294	n,m
1639 0.37 0.63 n ae s 4926	v,n
9364 0.5875 0.9275 r eh ax 4926	r,hh
6602 0.2175 0.5575 g t eh 0188	g,f
16685 0.3875 0.5975 v eh ax 0511	k,v
16611 0.7425 0.9425 z ax ih 1571	g,z
9086 0.3925 0.8725 w s aa 8193	t,w
24166 0.7275 0.9075 k ax ae 5189	p,k
1405 0.45 0.69 s t eh 8824	s,f
12983 0.61 0.87 t ax ae 2294	t,hh
22223 0.725 0.885 l eh ax 5802	z,l
14439 0.585 0.785 s eh ax 8824	p,s
23418 0.4175 0.6275 l ax ae 2294	g,l
6608 0.4175 0.6975 p ax ae 6509	t,p
21561 0.795 0.905 r eh ax 6509	r,f
17083 0.4025 0.5825 r eh ax 3851	v,r
4384 0.375 0.575 g s aa 2294	g,p
5154 0.415 0.565 l v ih 0188	hh,l
7431 0.4675 0.6675 y t ao 5802	y,b
8304 0.575 0.775 l eh ax 5189	l,s
15447 0.2975 0.6275 k ax ae 2294	k,hh
13526 0.5425 0.7625 n aa d 8824	r,n
10567 0.6725 0.7625 b t ih 0188	y,b
7393 0.595 0.755 hh v ih 3347	t,hh
22712 0.4175 0.6575 r d ao 4926	r,y
7846 0.5675 0.7775 w t eh 2294	w,s
1405 0.45 0.69 s t eh 8824	w,s
902 0.575 0.765 w t eh 0511	t,w
9892 0.42 0.67 r eh ax 4926	r,hh
25665 0.5575 0.8475 t s aa 0511	t,l
4255 0.345 0.585 n ax ae 0511	n,hh
18641 0.2275 0.6375 k ax ih 2741	k,hh
21286 0.6975 0.8975 w t eh 3851	w,r
12023 0.6425 0.8425 n ax ae 3347	n,k
12618 0.6275 0.7175 n ax ih 2294	n,w
24776 0.555 0.795 r aa d 8193	z,r
17320 0.565 0.715 hh v ih 3347	p,hh
7219 0.5975 0.7675 m eh ax 8193	r,m
3705 0.4825 0.6525 hh ax ih 5189	p,hh
25509 0.4825 0.6125 hh v ih 6509	v,hh
18413 0.435 0.605 hh v ih 6895	t,hh
10581 0.3725 0.5925 t ae s 5802	t,p
25973 0.6225 0.8325 n aa d 6509	n,b
19638 0.4725 0.7825 l ax ae 6509	l,m
9390 0.44 0.7 m ax ae 8193	f,m
26066 0.4375 0.6275 n ae s 2294	v,n
14418 0.64 0.76 n ax ih 2294	y,n
8690 0.4175 0.6675 w s eh 6509	v,w
21634 0.4825 0.7125 s eh ax 2294	z,s
7335 0.5475 0.7575 p ax ae 1571	p,d
11830 0.5775 0.7175 r v ih 1571	r,f
14736 0.59 0.95 w t eh 5802	w,y
25750 0.2975 0.6475 g ax ae 5189	g,k
18465 0.59 0.8 k ae s 2294	k,l
17229 0.65 0.89 s eh ax 0511	v,s
22408 0.7175 0.9375 v eh ax 0511	v,r
329 0.4275 0.6175 r eh ax 2294	v,r
20473 0.745 0.895 k eh ax 5802	p,k
25962 0.5725 0.8225 n ae s 2294	n,m
21000 0.78 0.93 r v ih 1571	r,m
36 0.7325 0.9425 v ax ae 1571	z,v
17078 0.5025 0.7625 d ae s 2741	p,d
16345 0.36 0.58 s t eh 2294	t,s
659 0.46 0.73 n ae s 6509	n,b
15107 0.53 0.93 m ax ae 6895	t,m
21254 0.525 0.645 n ax ih 3347	y,n
14640 0.405 0.665 n ax ae 6895	z,n
4776 0.28 0.61 n ae s 2294	d,n
4165 0.7275 0.8375 v eh ax 0511	k,v
11768 0.4525 0.6925 s eh ax 1571	r,s
281 0.5175 0.7975 d ax ae 3851	d,m
18057 0.58 0.9 d ae s 3851	b,d
11215 0.3225 0.5925 n ae s 4926	v,n
23431 0.7075 0.8075 t eh ax 0188	r,t
8080 0.7025 0.8425 t ax ih 8824	t,y
12483 0.625 0.925 y ax ih 0511	y,m
6344 0.4625 0.8525 k ax ae 2741	m,k
19002 0.55 0.83 f ax ae 8824	v,f
10635 0.8125 0.9225 m ax ae 6509	v,m
10169 0.5075 0.7675 k ae s 6895	t,k
7418 0.6075 0.8275 d v ih 0188	v,d
1751 0.505 0.655 hh ax ae 0511	v,hh
19638 0.4725 0.7825 l ax ae 6509	p,l
23582 0.545 0.725 r eh ax 2294	r,k
1751 0.505 0.655 hh ax ae 0511	d,hh
20997 0.6075 0.8775 m ax ae 1571	p,m
12962 0.2025 0.5825 w s aa 4926	w,p
10699 0.2225 0.5825 p ax ae 5189	p,f
11630 0.6375 0.8375 l eh ax 3851	l,s
8591 0.5775 0.8575 r ax ih 4926	r,g
7503 0.3975 0.7175 n ae s 6895	n,l
19472 0.595 0.765 m t eh 8193	m,s
22546 0.3425 0.5525 k eh s 6509	r,k
10153 0.6775 0.8675 r aa d 5189	r,b
2918 0.7175 0.8075 r eh ax 6509	v,r
12004 0.6125 0.8025 v eh ax 6509	v,f
17631 0.3425 0.8625 l ax ae 2741	f,l
3425 0.7825 0.9225 n ax ih 8824	n,hh
17583 0.78 0.93 w ax ao 1571	n,w
3956 0.495 0.675 t ae s 5802	v,t
22986 0.5775 0.7075 n eh ax 5802	n,l
20096 0.6325 0.9225 r eh ax 6509	r,d
12664 0.4075 0.7275 k ax ae 5802	k,d
18413 0.435 0.605 hh v ih 6895	z,hh
14822 0.5975 0.9075 hh ax ae 3347	v,hh
10131 0.4425 0.6325 r eh ax 3851	p,r
6077 0.44 0.63 t ae s 3347	t,l
4255 0.345 0.585 n ax ae 0511	f,n
10343 0.42 0.64 n ae s 4926	p,n
7490 0.5225 0.6425 n ax ih 8824	n,hh
21648 0.5225 0.6825 f ax ih 3347	f,hh
9038 0.6475 0.7975 w ax ao 1571	n,w
18641 0.2275 0.6375 k ax ih 2741	g,k
13238 0.4375 0.5975 z eh ax 3347	z,s
9834 0.7225 0.8925 l ax ae 1571	b,l
620 0.575 0.755 k s eh 0188	k,w
15125 0.5675 0.6975 d v ih 2294	s,d
4514 0.4275 0.6075 n eh ax 8193	n,hh
614 0.595 0.875 t s aa 0511	t,l
316 0.38 0.62 s ax ae 0188	p,s
11057 0.3075 0.6075 p ax ae 3851	g,p
4255 0.345 0.585 n ax ae 0511	t,n
16359 0.6525 0.8325 r t eh 5189	r,d
7864 0.5625 0.8225 f ax ae 5802	b,f
1334 0.515 0.755 d ax ih 3347	w,d
13529 0.7225 0.9325 v ah b 8193	v,s
19088 0.415 0.585 w ax ih 4926	w,d
6787 0.7275 0.8775 n ax ae 5189	n,b
1376 0.56 0.79 hh t eh 5189	hh,y
4977 0.4325 0.7325 t s eh 5189	t,w
14196 0.3575 0.6575 n ae s 2741	n,k
6546 0.605 0.825 n eh s 0511	r,n
4651 0.37 0.58 r t eh 3851	r,t
20907 0.375 0.655 t s aa 0511	g,t
14276 0.51 0.63 b v ih 0511	r,b
20685 0.385 0.635 m v ih 0511	l,m
5433 0.7075 0.9075 s eh ax 8824	s,n
8227 0.4675 0.6475 n ax ae 0511	n,m
5829 0.525 0.675 n ax ae 5189	f,n
6257 0.2675 0.7175 w s aa 2741	k,w
9360 0.4025 0.6025 n ax ih 8824	y,n
6789 0.7325 0.9125 l ax ae 5802	b,l
2169 0.6875 0.8975 r eh ax 4926	r,d
1388 0.6925 0.9025 l ax ae 6895	b,l
5256 0.3725 0.5725 hh s ih 8193	g,hh
13619 0.595 0.855 f ax uh 5802	f,l
17262 0.6775 0.8275 n ax ae 0188	n,b
4063 0.435 0.605 hh ax ih 8824	k,hh
14370 0.47 0.65 n eh s 8824	r,n
18672 0.42 0.56 z ax ae 6895	z,v
22607 0.5875 0.8275 g ax uh 5189	w,g
6660 0.4075 0.5575 n ax ae 1571	v,n
5220 0.5625 0.7425 r eh ax 2294	r,hh
22797 0.465 0.655 p s eh 5802	w,p
11538 0.64 0.85 d ae s 5802	t,d
4635 0.48 0.76 d ax ae 6509	d,n
3335 0.69 0.88 n ax ih 6509	y,n
13369 0.3325 0.8125 p ax ae 6895	p,b
7298 0.7 0.9 l ax ae 1571	l,m
13531 0.4875 0.7675 l ax ae 0188	g,l
2205 0.6175 0.7575 v eh ax 6509	v,f
14720 0.38 0.84 k t eh 0188	r,k
19818 0.6925 0.8725 v eh ax 2741	v,n
10669 0.6375 0.9475 k ax ih 2741	k,hh
10178 0.7175 0.8675 t aa ah 2294	t,k
8423 0.6675 0.8975 n aa d 5189	t,n
20392 0.4975 0.6575 f eh ax 8824	z,f
14324 0.3625 0.5725 r eh ax 0511	r,n
23498 0.4525 0.7125 m ax ae 3851	f,m
23582 0.545 0.725 r eh ax 2294	r,f
3717 0.545 0.775 r aa d 6509	r,n
14587 0.615 0.765 w ax ih 5802	w,d
1674 0.6975 0.9175 d ae s 6509	k,d
11535 0.3875 0.5575 y t ao 5189	y,b
8938 0.6975 0.8675 k eh ax 3851	n,k
14390 0.7675 0.9075 v eh ax 5189	v,hh
9201 0.62 0.78 n ax ih 0511	y,n
21079 0.4975 0.6875 d ax ae 8193	k,d
23458 0.705 0.945 f v ih 0511	f,hh
10543 0.51 0.64 hh ax ih 6509	n,hh
440 0.6175 0.9075 hh ax ae 8824	k,hh
11134 0.535 0.675 r ax ih 5802	r,y
17907 0.625 0.925 d ae s 3347	t,d
1742 0.5 0.76 hh ax ae 2294	p,hh
20473 0.365 0.565 n ax ae 5802	d,n
10400 0.645 0.865 s t eh 0511	t,s
1674 0.6975 0.9175 d ae s 6509	p,d
14177 0.6875 0.8875 r eh ax 2294	p,r
15713 0.4625 0.6025 d v ih 2294	v,d
2203 0.5025 0.6825 r t eh 5802	r,d
7512 0.4925 0.8125 p ax ae 6895	v,p
11021 0.7425 0.8925 d v ih 1571	f,d
8342 0.7025 0.9125 n ax ae 5189	f,n
18458 0.47 0.77 v ae s 4926	v,m
16522 0.5475 0.6975 s k t 5802	s,aa
6054 0.4275 0.6875 n ae s 6509	p,n
10596 0.6725 0.8425 r eh ax 3851	r,s
25680 0.6025 0.7825 y d eh 5802	y,v
7103 0.3575 0.6075 k ax ae 8193	f,k
22415 0.6 0.81 y t eh 3347	t,y
5101 0.49 0.64 v ah b 0511	v,s
1742 0.5 0.76 hh ax ae 2294	n,hh
22356 0.595 0.745 v v ih 5189	v,r
7264 0.3225 0.6025 f ax ae 5802	p,f
5814 0.3725 0.6325 f ax ae 5802	z,f
20504 0.3975 0.7175 l s aa 3851	t,l
176 0.4725 0.6625 d v ih 5189	d,l
9086 0.3925 0.8725 w s aa 8193	w,f
24745 0.36 0.6 r eh s 4926	r,n
20709 0.435 0.595 hh v ih 3851	hh,m
12801 0.4425 0.6525 n ae s 8824	d,n
25500 0.335 0.615 p ax ae 1571	p,z
25629 0.6625 0.8225 b t eh 2294	b,hh
4500 0.6225 0.9325 p ax ae 2741	p,n
16294 0.335 0.605 r eh ax 6509	r,f
22512 0.7775 0.9175 n ax ae 2294	f,n
12253 0.58 0.9 l ae s 8193	l,m
9674 0.5925 0.8625 p s aa 0511	p,f
8578 0.4425 0.6725 f ax ae 5189	t,f
16363 0.215 0.665 m ax ae 6509	p,m
13185 0.625 0.825 r t eh 2294	r,hh
10273 0.5475 0.7375 n ae s 3347	p,n
12483 0.625 0.925 y ax ih 0511	s,y
15785 0.74 0.94 p ax uh 2294	g,p
16685 0.3875 0.5975 v eh ax 0511	v,hh
19088 0.415 0.585 w ax ih 4926	v,w
23259 0.5475 0.8175 l ax ae 1571	d,l
19674 0.58 0.73 s eh ax 5802	p,s
22719 0.5225 0.7525 v z eh 6509	y,v
11464 0.4325 0.5925 l eh ax 4926	l,r
1649 0.7 0.9 r eh ax 6509	r,f
750 0.7325 0.9125 d ax ih 4926	w,d
21378 0.5775 0.7275 w k ih 6509	w,s
4043 0.5 0.69 w ax uh 6509	w,p
20004 0.4025 0.7125 p ax ae 2741	p,z
526 0.3175 0.6275 hh ax ae 2294	t,hh
18103 0.59 0.78 z ax ae 5802	z,s
7864 0.5625 0.8225 f ax ae 5802	p,f
11057 0.3075 0.6075 p ax ae 3851	p,s
4953 0.3225 0.6925 l ax ae 5189	v,l
7864 0.5625 0.8225 f ax ae 5802	f,l
7103 0.3575 0.6075 k ax ae 8193	k,s
21202 0.7125 0.8625 d v ih 8824	f,d
16242 0.5725 0.7025 hh v ih 1571	s,hh
7503 0.3975 0.7175 n ae s 6895	n,m
1275 0.485 0.665 r ax ih 5802	r,g
23341 0.3325 0.6425 v ax ae 6895	v,f
23758 0.6475 0.7975 d v ih 4926	d,l
702 0.475 0.715 b v ih 2294	r,b
14331 0.725 0.835 d ax ih 8824	w,d
5207 0.5125 0.6825 hh ax ih 1571	p,hh
22223 0.595 0.775 t s eh 5802	t,w
14640 0.405 0.665 n ax ae 6895	n,l
17042 0.43 0.67 f v ih 6509	f,hh
807 0.39 0.62 r eh ax 2741	r,s
13413 0.3825 0.6625 l ax ae 1571	l,m
18714 0.4175 0.7475 w v ih 3851	v,w
22721 0.695 0.935 n ae s 3347	n,l
16067 0.4425 0.7225 t ax ae 3851	t,k
2971 0.39 0.67 r eh ax 3851	r,m
19149 0.385 0.575 p ae s 2294	p,m
3456 0.5625 0.7725 n ae s 1571	n,b
3316 0.5725 0.7725 d ax ih 3851	w,d
4321 0.3125 0.6325 z ae s 2741	z,m
25963 0.565 0.735 n ax ae 0511	n,hh
24407 0.3825 0.6125 n ax ih 8824	n,w
3035 0.1225 0.6725 k ae s 2741	k,l
16050 0.6225 0.9425 m t eh 5802	g,m
16383 0.545 0.935 t s aa 2741	g,t
23520 0.3725 0.5525 t ax ih 0188	t,y
4627 0.4925 0.6525 b ax ih 1571	b,f
2205 0.6175 0.7575 v eh ax 6509	v,s
24310 0.3175 0.5875 r eh ax 8193	l,r
14402 0.4275 0.7275 n ax ae 5189	n,hh
11471 0.4925 0.8625 n ae s 2294	n,k
22806 0.4875 0.6675 r v ih 6509	r,d
20709 0.435 0.595 hh v ih 3851	r,hh
22590 0.34 0.56 v v ih 8824	v,w
22212 0.7525 0.8925 k eh ax 5189	k,hh
2823 0.4075 0.5975 l ax uh 5189	w,l
7211 0.445 0.615 k eh ax 2294	f,k
2631 0.4725 0.7325 hh ax ae 2294	n,hh
3105 0.4775 0.8675 p ae s 5802	p,k
17500 0.5875 0.8175 l ax ih 5802	y,l
23611 0.3625 0.7225 b ae s 8193	b,k
24098 0.515 0.675 d v ih 3851	f,d
1649 0.7 0.9 r eh ax 6509	v,r
6660 0.4075 0.5575 n ax ae 1571	s,n
21326 0.3875 0.6475 n ax ae 1571	n,b
5926 0.2675 0.6775 l ax ae 0511	l,s
4097 0.715 0.945 s ax ih 2294	s,y
10457 0.6675 0.8575 t ae s 0188	t,m
3765 0.7325 0.8625 r eh ax 2294	v,r
14721 0.685 0.875 n ax ae 0511	n,b
12508 0.73 0.92 t aa d 8824	r,t
2406 0.6025 0.8625 p ax ae 8824	p,d
24678 0.6275 0.9175 r eh ax 1571	l,r
8956 0.6325 0.8325 k eh ax 2294	k,hh
9135 0.2725 0.5525 v ax ih 5802	y,v
8938 0.6975 0.8675 k eh ax 3851	k,hh
23259 0.5475 0.8175 l ax ae 1571	t,l
702 0.475 0.715 b v ih 2294	v,b
20504 0.3975 0.7175 l s aa 3851	k,l
5375 0.6125 0.8825 k ax ae 2294	m,k
11476 0.2575 0.5775 t s aa 0511	t,f
21488 0.3875 0.6175 k ae s 6509	p,k
17807 0.645 0.895 p ax ae 2294	p,b
8010 0.3125 0.6025 d ae s 0511	d,m
7951 0.6375 0.8875 r eh ax 8193	p,r
9251 0.5 0.68 w t eh 0511	w,g
867 0.2175 0.5675 w s aa 1571	w,g
11674 0.75 0.93 v ah b 5189	v,s
21867 0.505 0.635 r v ih 2294	r,m
8578 0.4425 0.6725 f ax ae 5189	f,l
6046 0.5325 0.7525 s v ih 1571	s,d
15271 0.6575 0.8975 r d ao 3347	r,y
19309 0.4825 0.6625 k eh ax 1571	k,hh
7393 0.595 0.755 hh v ih 3347	hh,l
7884 0.62 0.79 r t eh 2294	r,d
8064 0.4825 0.6925 z ae s 8193	z,b
22979 0.7575 0.9175 v eh ax 0511	v,s
16993 0.5725 0.8725 l ae s 8193	l,m
5453 0.59 0.79 s t eh 4926	r,s
26086 0.47 0.68 k ae s 5189	b,k
3268 0.585 0.925 d ax ae 1571	s,d
19163 0.6125 0.8725 hh ax ae 2294	g,hh
26121 0.4475 0.5675 d ax ih 1571	g,d
2918 0.7175 0.8075 r eh ax 6509	r,n
3611 0.695 0.895 r aa d 1571	r,t
2406 0.6025 0.8625 p ax ae 8824	t,p
8690 0.4175 0.6675 w s eh 6509	w,p
14693 0.645 0.785 k eh ax 2294	k,v
14099 0.3625 0.6125 n ax ae 5802	z,n
25500 0.335 0.615 p ax ae 1571	p,n
281 0.5175 0.7975 d ax ae 3851	t,d
10880 0.5475 0.7375 f ax ae 4926	p,f
1406 0.425 0.765 t ax ae 1571	t,n
11448 0.3475 0.5875 r t eh 3347	r,m
9296 0.485 0.605 hh v ih 1571	r,hh
4581 0.5325 0.6725 z v ih 6509	z,b
10808 0.46 0.65 y ax ih 2294	y,v
801 0.5725 0.7425 p ae s 2294	v,p
1797 0.4125 0.5725 n ax ae 5802	z,n
6201 0.605 0.875 r t eh 3851	r,t
15785 0.38 0.59 v ae s 2294	v,m
1454 0.5025 0.7525 hh ax ih 1571	k,hh
20685 0.385 0.635 m v ih 0511	f,m
15107 0.53 0.93 m ax ae 6895	g,m
10031 0.5 0.68 s k t 5189	s,aa
11973 0.6525 0.8625 b ax ae 3851	b,d
6602 0.2175 0.5575 g t eh 0188	g,y
3553 0.3575 0.6375 s ax ae 0188	z,s
6589 0.5225 0.6925 d ax ih 0511	d,y
4121 0.625 0.755 l ax ae 8824	p,l
7422 0.6425 0.8725 s ax ih 3851	s,y
12664 0.4075 0.7275 k ax ae 5802	k,l
2158 0.3975 0.6975 g eh z 6509	g,n
6942 0.6325 0.8525 g ax eh 1571	v,g
750 0.7325 0.9125 d ax ih 4926	d,y
963 0.57 0.84 f s aa 8824	p,f
10895 0.675 0.935 z ax ae 5802	z,b
6490 0.3925 0.6225 k ax ih 5802	y,k
14123 0.7925 0.9225 n ax ih 6509	y,n
23802 0.22 0.58 f ax ae 0188	f,hh
5220 0.5625 0.7425 r eh ax 2294	r,n
12253 0.58 0.9 l ae s 8193	z,l
11057 0.3075 0.6075 p ax ae 3851	p,hh
741 0.3625 0.7525 t ae s 3347	t,k
12518 0.3725 0.5625 v eh ax 2741	v,hh
16623 0.5575 0.7475 m v ih 3347	w,m
12518 0.3725 0.5625 v eh ax 2741	v,s
12816 0.6475 0.7875 n ax ih 3347	n,w
4860 0.4975 0.7575 hh ax ih 2741	hh,y
21079 0.4975 0.6875 d ax ae 8193	g,d
14458 0.6325 0.8225 s eh ax 2294	l,s
11359 0.52 0.63 v eh ax 3851	v,n
36 0.7325 0.9425 v ax ae 1571	v,f
23498 0.4525 0.7125 m ax ae 3851	g,m
4860 0.4975 0.7575 hh ax ih 2741	g,hh
9548 0.54 0.78 w ax uh 6895	w,p
16931 0.6775 0.8775 s t eh 8824	l,s
23222 0.7175 0.8675 hh v ih 3347	p,hh
25009 0.635 0.905 t ax ae 5189	t,s
22650 0.385 0.605 t t eh 0188	g,t
367 0.6425 0.8825 p s aa 3347	p,f
17355 0.715 0.945 l ax ih 1571	y,l
9359 0.385 0.585 t t eh 0188	t,f
3316 0.5725 0.7725 d ax ih 3851	d,y
12527 0.7175 0.9375 l ax ae 1571	d,l
1995 0.4675 0.7175 p ae s 3347	v,p
16012 0.3125 0.5725 n ax ae 3347	n,l
22590 0.34 0.56 v v ih 8824	v,l
12782 0.755 0.945 g ax uh 2294	w,g
6201 0.605 0.875 r t eh 3851	r,b
7932 0.705 0.895 w k ih 8824	w,hh
23695 0.4225 0.7125 m ax ae 5802	m,s
177 0.4725 0.6725 hh v ih 3347	d,hh
24978 0.455 0.725 t s aa 3347	t,w
6982 0.6575 0.7675 n ax ae 5189	n,k
20467 0.3775 0.5975 s ax ae 1571	p,s
21744 0.45 0.65 r t eh 3851	l,r
3122 0.5425 0.7325 n ax ae 1571	z,n
18407 0.4975 0.7975 s t eh 3347	g,s
11593 0.55 0.72 z ax ae 8824	z,b
15307 0.6475 0.8775 t s aa 6509	t,f
10885 0.4775 0.6175 d ax ae 5189	z,d
8830 0.5025 0.7025 r aa d 0188	z,r
17328 0.5375 0.8075 s ax ae 6509	z,s
24447 0.5125 0.7925 n ae s 3347	n,m
19734 0.75 0.93 d ax ae 4926	d,l
7828 0.3875 0.5575 d eh ax 2741	r,d
24041 0.5225 0.6825 r aa d 8824	r,b
21531 0.355 0.725 r d ao 3851	r,g
16150 0.325 0.565 hh ax ae 6509	p,hh
16067 0.4425 0.7225 t ax ae 3851	v,t
19963 0.6475 0.8575 r aa d 5189	z,r
18725 0.6325 0.8325 hh eh ax 4926	k,hh
1775 0.595 0.755 m t eh 0188	r,m
12212 0.5925 0.8425 b ax ae 5802	b,l
5375 0.6125 0.8825 k ax ae 2294	k,v
10226 0.76 0.95 k eh ax 6509	r,k
9096 0.5675 0.8075 r eh s 1571	p,r
15901 0.6025 0.9025 t ae s 5802	t,p
4651 0.37 0.58 r t eh 3851	r,s
2897 0.385 0.645 r t eh 2741	r,d
23538 0.2675 0.7175 n aa d 6895	r,n
