w,i
ə,ɝ
k,u
oʊ,tʃ
n,ɔ
l,ə
d,ɡ
d,z
z,t
eɪ,ɡ
d,ɹ
ɪ,f
ʌ,ɹ
h,t
h,v
eɪ,k
t,ɑ
ʌ,tʃ
v,ʌ
t,oʊ
z,v
b,eɪ
h,ɹ
ɝ,v
ŋ,tʃ
l,v
ɛ,n
w,ɪ
p,ʌ
ɛ,f
s,ŋ
ɛ,dʒ
ʃ,ʒ
ə,ʊ
h,dʒ
t,i
oʊ,ɡ
ɡ,z
i,ŋ
ə,tʃ
ɔ,ɔɪ
m,p
ɹ,θ
ŋ,z
w,ɝ
h,k
k,p
k,dʒ
b,aʊ
s,m
ɪ,aɪ
v,ɡ
u,d
ɑ,m
h,z
ɝ,j
ð,v
p,i
ʃ,aʊ
b,ʃ
z,u
u,ɑ
oʊ,ɪ
ŋ,ɝ
æ,ɹ
aʊ,m
f,aʊ
l,n
ɛ,v
s,p
θ,b
s,ʒ
f,ɝ
oʊ,v
æ,dʒ
ð,ʃ
s,ɹ
ŋ,aʊ
b,j
d,ɝ
u,ɹ
aɪ,θ
w,tʃ
tʃ,ɔɪ
eɪ,z
ð,ɔ
h,tʃ
n,j
ɛ,oʊ
d,k
ʌ,oʊ
n,ɡ
æ,t
eɪ,tʃ
ɛ,h
i,ɔɪ
ð,θ
aʊ,ʊ
ɑ,h
m,d
ɔɪ,w
i,dʒ
p,ɝ
ɡ,ɹ
k,θ
ɛ,ʊ
u,m
ɛ,d
ɑ,ʊ
t,w
b,tʃ
æ,ʃ
j,w
ɹ,w
k,b
h,ʃ
l,ŋ
v,j
u,oʊ
j,h
oʊ,ɔ
ɛ,ʃ
ŋ,ð
m,ɝ
aɪ,tʃ
n,f
ŋ,ɹ
ɹ,z
θ,d
æ,θ
æ,z
l,ɔɪ
ɔ,ʃ
θ,i
n,ð
ɪ,v
aɪ,dʒ
j,ŋ
ɔ,t
p,tʃ
d,t
w,ɛ
s,k
p,aɪ
b,ə
ɹ,ɝ
h,b
aʊ,ɔ
z,ə
p,dʒ
n,i
ʌ,ɝ
p,ɛ
h,oʊ
s,dʒ
v,u
l,ʒ
v,dʒ
i,tʃ
æ,tʃ
ɔ,u
f,ʃ
p,u
ə,ɔɪ
ɝ,ð
ɝ,aɪ
oʊ,p
m,i
n,ə
s,ɡ
f,ɔ
t,aɪ
h,ɪ
h,eɪ
w,ð
m,ŋ
dʒ,eɪ
t,ʒ
k,ʒ
ə,j
eɪ,ʃ
m,ð
ɝ,i
m,aɪ
θ,dʒ
l,aʊ
n,ɔɪ
j,u
ð,ʒ
i,ɪ
tʃ,v
n,ʒ
d,p
n,ɝ
n,aɪ
d,dʒ
k,n
ð,tʃ
w,oʊ
ʌ,l
b,i
v,ŋ
b,n
p,n
ɡ,w
f,ð
ʊ,z
ɛ,tʃ
ɛ,k
f,ɹ
d,tʃ
p,ŋ
æ,d
ʌ,aɪ
s,ɝ
æ,eɪ
ɝ,u
m,ʒ
i,f
l,p
ʌ,dʒ
ɛ,j
s,ɔɪ
ɔ,ʊ
ɛ,eɪ
ɪ,æ
ŋ,ɡ
ɑ,eɪ
θ,tʃ
oʊ,θ
u,s
m,j
aʊ,θ
j,t
ɪ,k
n,ŋ
ɹ,ʃ
f,ə
ŋ,dʒ
ɑ,ʃ
ŋ,æ
ɹ,ʒ
ʒ,θ
oʊ,ɑ
v,aʊ
b,w
s,tʃ
ɪ,ɛ
n,d
k,ə
ŋ,ɔ
m,ɔ
f,ɔɪ
ə,ɛ
n,w
s,l
b,aɪ
ʊ,d
eɪ,ʊ
p,æ
z,i
b,dʒ
aʊ,s
ɔ,ɪ
ə,ɔ
b,ɔɪ
s,ð
t,ɡ
ʌ,θ
ʌ,ɛ
ɹ,ð
ŋ,eɪ
ʃ,v
m,eɪ
ʌ,m
ɑ,s
eɪ,oʊ
b,t
j,dʒ
k,ð
m,l
u,æ
oʊ,ʊ
oʊ,d
h,ʊ
tʃ,ʃ
