ax,ey
th,y
y,iy
ch,er
l,w
eh,ng
dh,jh
th,z
p,oy
dh,ae
l,sh
hh,ng
l,d
s,ey
aa,er
s,ih
ae,ao
ow,ay
v,oy
r,ax
p,uh
p,y
ih,er
s,v
f,ch
z,ao
z,p
ay,eh
ow,oy
s,y
hh,d
d,aa
sh,uw
r,v
oy,ey
hh,w
ng,ay
v,zh
ae,m
ih,ey
th,s
t,ng
n,s
k,ng
g,dh
r,ih
ax,iy
y,ey
sh,jh
m,oy
iy,d
b,s
ae,l
aw,aa
w,ao
f,th
z,ow
aa,ax
p,dh
uh,s
iy,aa
r,k
aa,th
hh,n
ao,ch
er,ao
aa,eh
iy,eh
b,ng
ey,ao
uw,w
ay,v
l,z
dh,d
ah,ih
ah,oy
d,sh
g,f
r,aw
th,ao
uw,ay
ay,ey
k,ah
uw,jh
ay,d
w,iy
ax,er
k,uw
ow,ch
n,ao
l,ax
d,g
d,z
z,t
ey,g
d,r
ih,f
ah,r
hh,t
hh,v
ey,k
t,aa
ah,ch
v,ah
t,ow
z,v
b,ey
hh,r
er,v
ng,ch
l,v
eh,n
w,ih
p,ah
eh,f
s,ng
eh,jh
sh,zh
ax,uh
hh,jh
t,iy
ow,g
g,z
iy,ng
ax,ch
ao,oy
m,p
r,th
ng,z
w,er
hh,k
k,p
k,jh
b,aw
s,m
ih,ay
v,g
uw,d
aa,m
hh,z
er,y
dh,v
p,iy
sh,aw
b,sh
z,uw
uw,aa
ow,ih
ng,er
ae,r
aw,m
f,aw
l,n
eh,v
s,p
th,b
s,zh
f,er
ow,v
ae,jh
dh,sh
s,r
ng,aw
b,y
d,er
uw,r
ay,th
w,ch
ch,oy
ey,z
dh,ao
hh,ch
n,y
eh,ow
d,k
ah,ow
n,g
ae,t
ey,ch
eh,hh
iy,oy
dh,th
aw,uh
aa,hh
m,d
oy,w
iy,jh
p,er
g,r
k,th
eh,uh
uw,m
eh,d
aa,uh
t,w
b,ch
ae,sh
y,w
r,w
k,b
hh,sh
l,ng
v,y
uw,ow
y,hh
ow,ao
eh,sh
ng,dh
m,er
ay,ch
n,f
ng,r
r,z
th,d
ae,th
ae,z
l,oy
ao,sh
th,iy
n,dh
ih,v
ay,jh
y,ng
ao,t
p,ch
d,t
w,eh
s,k
p,ay
b,ax
r,er
hh,b
aw,ao
z,ax
p,jh
n,iy
ah,er
p,eh
hh,ow
s,jh
v,uw
l,zh
v,jh
iy,ch
ae,ch
ao,uw
f,sh
p,uw
ax,oy
er,dh
er,ay
ow,p
m,iy
n,ax
s,g
f,ao
t,ay
hh,ih
hh,ey
w,dh
m,ng
jh,ey
t,zh
k,zh
ax,y
ey,sh
m,dh
er,iy
m,ay
th,jh
l,aw
n,oy
y,uw
dh,zh
iy,ih
ch,v
n,zh
d,p
n,er
n,ay
d,jh
k,n
dh,ch
w,ow
ah,l
b,iy
v,ng
b,n
p,n
g,w
f,dh
uh,z
eh,ch
eh,k
f,r
d,ch
p,ng
ae,d
ah,ay
s,er
ae,ey
er,uw
m,zh
iy,f
l,p
ah,jh
eh,y
s,oy
ao,uh
eh,ey
ih,ae
ng,g
aa,ey
th,ch
ow,th
uw,s
m,y
aw,th
y,t
ih,k
n,ng
r,sh
f,ax
ng,jh
aa,sh
ng,ae
r,zh
zh,th
ow,aa
v,aw
b,w
s,ch
ih,eh
n,d
k,ax
ng,ao
m,ao
f,oy
ax,eh
n,w
s,l
b,ay
uh,d
ey,uh
p,ae
z,iy
b,jh
aw,s
ao,ih
ax,ao
b,oy
s,dh
t,g
ah,th
ah,eh
r,dh
ng,ey
sh,v
m,ey
ah,m
aa,s
ey,ow
b,t
y,jh
k,dh
m,l
uw,ae
ow,uh
ow,d
hh,uh
ch,sh
